filename,audio_id,sha256,current_cluster,sim_centroid,sim_medoid,mean_similarity_to_confirmed,median_similarity_to_confirmed,min_similarity_to_confirmed,max_similarity_to_confirmed,p25_similarity,p75_similarity,similarity_std,support_ratio,status,old_rank,old_status,segment_support,newly_discovered,rank,rank_delta,segment_median_vs_confirmed,path,review_required
upload.webm,d399575eeebe,d399575eeebed9ee5739df586f8851dd6f04620a466e634b85e97b81e9541a9d,speaker_001,0.4489431381225586,0.43806225061416626,0.396208293735981,0.406326025724411,0.3019157648086548,0.47543346881866455,0.34942175447940826,0.44011877477169037,0.05531726725232567,0.0,LOW,41,LOW_CANDIDATE,nan,False,26,15,,C:\VocalAgent\runtime\diagnostic_sessions\e9039df1e37d44719bf930cf695ead64\tasks\siren\attempt_1\upload.webm,False
upload.wav,c1f4910eafe2,c1f4910eafe21e50ed5c64e1d8faf27503427b10760bd55c9762e5a1965abc8e,speaker_005,0.42205584049224854,0.33940598368644714,0.37247932329773903,0.34847216308116913,0.2987149953842163,0.5229681134223938,0.3267492949962616,0.40874478220939636,0.06936659343402216,0.0,LOW,37,LOW_CANDIDATE,nan,False,27,10,,C:\VocalAgent\runtime\e7d6b8168bc64bed95f5a7cf2f27c204\upload.wav,False
편안세게.m4a,10d07cc48c55,10d07cc48c5598fbd2497f0391de54c659e0fafdd7133ad7c9678f3c11b93e6f,speaker_020,0.47468942403793335,0.3926135301589966,0.4189303144812584,0.42096948623657227,0.29381537437438965,0.5260292291641235,0.35453322529792786,0.49223868548870087,0.0783082647799215,0.0,LOW,26,LOW_CANDIDATE,nan,False,28,-2,,C:\VocalAgent\편안세게.m4a,False
upload.webm,d03ad168d8d7,d03ad168d8d7335e0d42d5c4d570ef28f2d88ad292fe08088fe958f4127e1eeb,speaker_021,0.40984663367271423,0.39948979020118713,0.3617042563855648,0.37050861120224,0.2903091311454773,0.4273948073387146,0.3248121589422226,0.40055347234010696,0.047244440468893145,0.0,LOW,49,LOW_CANDIDATE,nan,False,29,20,,C:\VocalAgent\runtime\diagnostic_sessions\46eaac51bdab4d2fa6108ee3e736b757\tasks\siren\attempt_1\upload.webm,False
upload.webm,0ea5487c229a,0ea5487c229a9e74970718c68e391de0bbf0126138ab78f21ef76e4e1e407bea,speaker_025,0.46999409794807434,0.40146833658218384,0.41478652134537697,0.4082021266222,0.27618440985679626,0.5305418968200684,0.3843572810292244,0.4464174211025238,0.07713647803045644,0.0,LOW,30,LOW_CANDIDATE,nan,False,30,0,,C:\VocalAgent\runtime\diagnostic_sessions\e9039df1e37d44719bf930cf695ead64\tasks\sustain_a\attempt_1\upload.webm,False
upload.webm,e1c87ca2521c,e1c87ca2521c111be9167e088e3dce3a15d6ec95a01420423bcc991f36d002ca,speaker_006,0.44923534989356995,0.38032180070877075,0.3964662104845047,0.40118660032749176,0.273099422454834,0.5075441002845764,0.32614322006702423,0.46224065870046616,0.07828250956486937,0.0,LOW,38,LOW_CANDIDATE,nan,False,31,7,,C:\VocalAgent\runtime\78510f3622e64f1dbe00be542b3fdaa9\upload.webm,False
upload.webm,b960707ab2f6,b960707ab2f6bbf6aee62f29c21011654ba410a0b310f452c11dd605cba2fe60,speaker_001,0.3698941469192505,0.3145076632499695,0.326444786041975,0.3094131350517273,0.26649773120880127,0.4113350212574005,0.29165083914995193,0.3677409067749977,0.04738330342670468,0.0,LOW,52,LOW_CANDIDATE,nan,False,32,20,,C:\VocalAgent\runtime\diagnostic_sessions\c84304fcb6b843d2a1e6eb5087134291\tasks\sustain_a\attempt_1\upload.webm,False
upload.wav,8b5617784c9c,8b5617784c9cc595a52c9f2acc8ed7dbed319892f0378f8edee2772b0ebc3de7,speaker_005,0.4015372693538666,0.3290404975414276,0.35437094420194626,0.33277474343776703,0.26412853598594666,0.5277968645095825,0.3148698955774307,0.3706742972135544,0.08001267522839589,0.0,LOW,44,LOW_CANDIDATE,nan,False,33,11,,C:\VocalAgent\runtime\336e27a3d2af432aaecb554c46dbcc90\upload.wav,False
upload.wav,90ac5e34aedd,90ac5e34aedd74908ebf78834d5b35ea34ff6ea843f2e1980fc7ded9d8d836dd,speaker_005,0.40141886472702026,0.3289199769496918,0.354266457259655,0.33272580802440643,0.26402267813682556,0.5275862216949463,0.3147862181067467,0.37048066407442093,0.07996410605990718,0.0,LOW,45,LOW_CANDIDATE,nan,False,34,11,,C:\VocalAgent\backend\runtime\e0e6361733b34633a1cd095d9d0b020e\upload.wav,False
upload.wav,cfc6b206e99b,cfc6b206e99b298a229480f020e61d2b22a791e08a840fdd40ef62d8bd78b155,speaker_005,0.38370996713638306,0.30798742175102234,0.33863771334290504,0.321560800075531,0.2620667815208435,0.46267813444137573,0.3041841611266136,0.36811384558677673,0.05825043480402151,0.0,LOW,50,LOW_CANDIDATE,nan,False,35,15,,C:\VocalAgent\runtime\02cee106dd424fde903d4b72c95d0522\upload.wav,False
upload.webm,1a0be83ce9c6,1a0be83ce9c6c4dbbd0bf38bc106c4aa47fd88c9f599f67fb1c1dbd9c3764ceb,speaker_005,0.3837099075317383,0.3079873323440552,0.3386376313865185,0.32156074047088623,0.26206672191619873,0.4626780152320862,0.30418407171964645,0.3681137412786484,0.0582504203331368,0.0,LOW,51,LOW_CANDIDATE,nan,False,36,15,,C:\VocalAgent\runtime\diagnostic_sessions\e532610cd0cc437189bbd33ed4052a1e\tasks\sustain_a\attempt_1\upload.webm,False
upload.webm,70479ec67665,70479ec6766578cdb4a3341bb6f3951080ea4e166613794d6bd4b1729e320074,speaker_014,0.3848477602005005,0.3274577558040619,0.33964185416698456,0.34147369861602783,0.25994500517845154,0.3907580077648163,0.33397722244262695,0.3556043207645416,0.03563342704322497,0.0,LOW,39,LOW_CANDIDATE,nan,False,37,2,,C:\VocalAgent\runtime\diagnostic_sessions\f973bce50557481fad8ba55a40bcb21c\tasks\high_note_sustain_a\attempt_1\upload.webm,False
upload.webm,c3fca76b89b8,c3fca76b89b8095917a4c8b97e723c95c1723a105e89535722eeb857aae5c5a8,speaker_006,0.48347875475883484,0.4203195571899414,0.42668720707297325,0.43358680605888367,0.2536768317222595,0.5376809239387512,0.39137593656778336,0.5023057758808136,0.09016617646187979,0.0,LOW,35,LOW_CANDIDATE,nan,False,38,-3,,C:\VocalAgent\runtime\02ca15a9e9a542cf99c19dfd6c9d1fe2\upload.webm,False
upload.webm,d395d6bc40d4,d395d6bc40d49d0f06025972fc451fb251f1a8da04a06ee8b7abe45165e8593b,speaker_015,0.3696722388267517,0.3255038857460022,0.3262489102780819,0.32357046008110046,0.2504754066467285,0.4143741726875305,0.2735406383872032,0.3677782118320465,0.05748106549062473,0.0,LOW,53,LOW_CANDIDATE,nan,False,39,14,,C:\VocalAgent\runtime\diagnostic_sessions\c84304fcb6b843d2a1e6eb5087134291\tasks\dynamic_swell\attempt_1\upload.webm,False
upload.webm,a888cb14dd6a,a888cb14dd6a435ef11b9d3e1e350e942563384804df24dbefd77420438e1133,speaker_005,0.42128947377204895,0.341051310300827,0.3718029595911503,0.3763771057128906,0.24688908457756042,0.496031254529953,0.33139169961214066,0.4070573151111603,0.07261478753318429,0.0,LOW,24,LOW_CANDIDATE,nan,False,40,-16,,C:\VocalAgent\runtime\7968846c14a24f61954480da44b2a392\upload.webm,False
upload.wav,442202fca595,442202fca595a8762e99074200044f82fe8c17fc8e411b35d5ffb0d60b2b3b6b,speaker_005,0.3964650630950928,0.3058122992515564,0.3498945292085409,0.34445616602897644,0.24120403826236725,0.5138525366783142,0.2969343215227127,0.38852084428071976,0.07945884502595471,0.0,LOW,40,LOW_CANDIDATE,nan,False,41,-1,,C:\VocalAgent\runtime\0e3cb9e466744bf69101def07914fcb7\upload.wav,False
upload.wav,a77ba822cbfe,a77ba822cbfe2f2a9a66e32736b836da899e2e2cc05401f011b69176a6548630,speaker_005,0.3936089873313904,0.3006476163864136,0.34737396612763405,0.3426426351070404,0.2366407811641693,0.5134329795837402,0.29221947491168976,0.3866257816553116,0.08076450477944189,0.0,LOW,42,LOW_CANDIDATE,nan,False,42,0,,C:\VocalAgent\runtime\00588c90e6f3431b868eb274540a2e48\upload.wav,False
upload.wav,9e6b39daf637,9e6b39daf637fa2dcefa192385350b5123ad8601fae366ff47b58064d25f6816,speaker_005,0.3936089277267456,0.30064764618873596,0.34737392887473106,0.3426426351070404,0.23664066195487976,0.5134328603744507,0.29221949726343155,0.3866257593035698,0.08076448522529202,0.0,LOW,43,LOW_CANDIDATE,nan,False,43,0,,C:\VocalAgent\runtime\4532e16bdda743b99052bda7bb0fa469\upload.wav,False
upload.webm,36a7bd4286b4,36a7bd4286b4ba32a9d24ce246656607bde600e99da10babd2652b5a5dc9d2f1,speaker_024,0.3144565522670746,0.23606599867343903,0.27751910127699375,0.27853453159332275,0.2348766028881073,0.31976795196533203,0.2443869151175022,0.30929283052682877,0.034555190127351504,0.0,LOW,54,LOW_CANDIDATE,nan,False,44,10,,C:\VocalAgent\runtime\6bc317cde50945bb9b282824e3354301\upload.webm,False
upload.webm,16b7e83c0418,16b7e83c0418de7c937ef132a6a328a2cc832d298d1a8a9085d7d9ab1aa7dfd4,speaker_005,0.41989701986312866,0.3339167535305023,0.3705740924924612,0.3785194158554077,0.23390181362628937,0.4997764527797699,0.3252346143126488,0.40742749720811844,0.07790670206359879,0.0,LOW,23,LOW_CANDIDATE,nan,False,45,-22,,C:\VocalAgent\runtime\a26c74cad70447bb900e4a31715c74f3\upload.webm,False
upload.wav,d46938baf1fc,d46938baf1fc1019581e15818aac59d87cb4b5c18d1e0c88f40d3e815dedc149,speaker_005,0.3710640072822571,0.2720029354095459,0.32747724279761314,0.32841578125953674,0.2125704288482666,0.497408926486969,0.26454394310712814,0.36691969633102417,0.08383791989522273,0.0,LOW,47,LOW_CANDIDATE,nan,False,46,1,,C:\VocalAgent\runtime\5f423fdb91574d9b9df7dbeee9b18f0f\upload.wav,False
upload.webm,7abf49d0b4cd,7abf49d0b4cdc7f451370d7cb5805222ad3482bc8842f59edfb13c215214da32,speaker_006,0.454039603471756,0.40963220596313477,0.40070611611008644,0.4115230441093445,0.19300875067710876,0.5036666989326477,0.3706096261739731,0.4897446930408478,0.1000761396917776,0.0,LOW,46,LOW_CANDIDATE,nan,False,47,-1,,C:\VocalAgent\runtime\fce31e25965045ea8778700dad4b31cc\upload.webm,False
upload.webm,f19129f7b4dc,f19129f7b4dcc1f99a82aed34988eb263cdec737397d6846d781575f37757671,speaker_008,0.28754574060440063,0.24877537786960602,0.25376936979591846,0.2537309005856514,0.17336314916610718,0.3406692445278168,0.20807866752147675,0.28437017649412155,0.056992276594273465,0.0,LOW,60,LOW_CANDIDATE,nan,False,48,12,,C:\VocalAgent\runtime\diagnostic_sessions\f973bce50557481fad8ba55a40bcb21c\tasks\dynamic_swell\attempt_2\upload.webm,False
upload.webm,357eeb649bd6,357eeb649bd61551db054e8f4a19daa7315d6cdb402b4d668cd38bf01f3b099a,speaker_006,0.39523401856422424,0.3288571238517761,0.3488081097602844,0.36759525537490845,0.16445359587669373,0.46846508979797363,0.31033455580472946,0.41710199415683746,0.09301112731188442,0.0,LOW,55,LOW_CANDIDATE,nan,False,49,6,,C:\VocalAgent\runtime\56d38088aeba4c2a87b4cd8f43b8a1fa\upload.webm,False
upload.wav,ca43bc2b048b,ca43bc2b048bb58da28e465ea1db4b8de28fba1ab83c76d7dde2b8dd27c70535,speaker_005,0.24336588382720947,0.19892756640911102,0.21477907337248325,0.20231237262487411,0.15063154697418213,0.3143892288208008,0.18243468552827835,0.24365128576755524,0.05022475469026268,0.0,LOW,61,LOW_CANDIDATE,nan,False,50,11,,C:\VocalAgent\runtime\b43b58d4cfc544c28d4d809a6ad5c02c\upload.wav,False
upload.webm,c5b20be3c802,c5b20be3c8028085b8f60dfe927ddc620fae4b6e1441af3d2c2942be6f9dec33,speaker_016,0.22402620315551758,0.19803009927272797,0.19771110638976097,0.19709449261426926,0.14204998314380646,0.2677133083343506,0.16809380427002907,0.22217289730906487,0.03731662894150688,0.0,LOW,63,LOW_CANDIDATE,nan,False,51,12,,C:\VocalAgent\runtime\9dff792efb0e44f59e4dd49882ed4ef2\upload.webm,False
upload.webm,aba38287641d,aba38287641d7a29d9996b2930cee9c7c22dd2d857945af924386f02885b1899,speaker_003,0.32595181465148926,0.2651267349720001,0.287664070725441,0.3080838471651077,0.14139078557491302,0.3618853688240051,0.2545573525130749,0.34463466703891754,0.07035048570223715,0.0,LOW,57,LOW_CANDIDATE,nan,False,52,5,,C:\VocalAgent\runtime\1183bbb7c8554599badbb4ab69e7ba23\upload.webm,False
upload.webm,a29f829eedd0,a29f829eedd08ad5d7a33f7d88e4d5f840a362c7ea957039123c3633b653cf0f,speaker_003,0.4266708195209503,0.33944693207740784,0.37655220553278923,0.4066787213087082,0.13811782002449036,0.4959794282913208,0.32525941729545593,0.469790019094944,0.11267225697911275,0.0,LOW,48,LOW_CANDIDATE,nan,False,53,-5,,C:\VocalAgent\runtime\2321ae4482414bd4ad33796695d1f1ee\upload.webm,False
upload.webm,c5cd93ed40a3,c5cd93ed40a39506b3acbc69cf882c57d411ef49ba3addc2c4f3e74b2ff1f805,speaker_006,0.37987762689590454,0.3219935894012451,0.3352555576711893,0.3343133330345154,0.13747289776802063,0.4441108703613281,0.2961699403822422,0.4328616037964821,0.09994970558696321,0.0,LOW,56,LOW_CANDIDATE,nan,False,54,2,,C:\VocalAgent\runtime\396250c8f971409e9b54d79d8ac9f2c7\upload.webm,False
upload.webm,7436d634b9bf,7436d634b9bf8b805cbac32dac0af598b1eca772878da8ab81162aa00f14b856,speaker_006,0.3390655219554901,0.2793990969657898,0.2992373965680599,0.29098832607269287,0.12432928383350372,0.4235381484031677,0.2605128549039364,0.3775211498141289,0.09253596150259526,0.0,LOW,58,LOW_CANDIDATE,nan,False,55,3,,C:\VocalAgent\runtime\bdca833fe26d42dda76ffc469ee9b68b\upload.webm,False
upload.webm,a69d81db3e48,a69d81db3e488bab8eca8b86c932e6e1da0fd20023887c760ecf679ce0b0c511,speaker_012,0.22793453931808472,0.12505143880844116,0.20116034895181656,0.2198164090514183,0.11099731922149658,0.2626827359199524,0.1609341762959957,0.24529194831848145,0.05468082992740507,0.0,LOW,62,LOW_CANDIDATE,nan,False,56,6,,C:\VocalAgent\runtime\f189a3aec64944648c138fb3af97ff74\upload.webm,False
upload.webm,882c5cd5a0c8,882c5cd5a0c867be8d4378ef9f88dca9bb761f7b558cb2fb5b894835a2390ff4,speaker_017,0.22966356575489044,0.18335427343845367,0.20268628001213074,0.20497111976146698,0.10662025213241577,0.27318263053894043,0.16797450929880142,0.2629155144095421,0.05979961254460925,0.0,LOW,65,LOW_CANDIDATE,nan,False,57,8,,C:\VocalAgent\runtime\diagnostic_sessions\46eaac51bdab4d2fa6108ee3e736b757\tasks\sustain_a\attempt_1\upload.webm,False
테스트.m4a,0ada85fffc84,0ada85fffc84819f704dff0073483d5bf536f635059c7caafa8129c9759a6307,speaker_018,0.2516021728515625,0.22392065823078156,0.22204788774251938,0.23981580138206482,0.08911801129579544,0.3205527663230896,0.19483775459229946,0.2659520357847214,0.07809512529193399,0.0,LOW,64,LOW_CANDIDATE,nan,False,58,6,,C:\VocalAgent\테스트.m4a,False
upload.webm,37db691d1416,37db691d14161b200b6ac892ca88b3a3eb0288d9c9df88fbfb29b9aad730d9c1,speaker_013,0.15521863102912903,0.1344291865825653,0.13698597345501184,0.13335727900266647,0.08762417733669281,0.20901170372962952,0.111616725102067,0.1535254456102848,0.03519902466491295,0.0,LOW,68,LOW_CANDIDATE,nan,False,59,9,,C:\VocalAgent\runtime\diagnostic_sessions\46eaac51bdab4d2fa6108ee3e736b757\tasks\sustain_i\attempt_1\upload.webm,False
